s.no,title,type,main_genre,listed_in,rating,main_country,release_year,year_added,month_added,date_added,day_of_week,duration_int,duration_type,director,cast,description
4229,Bill Hicks: One Night Stand,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United Kingdom,1991,2018,12,31-12-18,Monday,28,min,John Fortenberry,Bill Hicks,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
4230,Bill Hicks: Reflections,Movie,Documentaries,Documentaries,TV-MA,various,2015,2018,12,31-12-18,Monday,34,min,unknown,"Bill Hicks, Steve Hicks","This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
4231,Bill Hicks: Relentless,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United Kingdom,1992,2018,12,31-12-18,Monday,61,min,Chris Bould,Bill Hicks,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
4232,Bill Hicks: Revelations,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United Kingdom,1993,2018,12,31-12-18,Monday,56,min,Chris Bould,Bill Hicks,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
4233,Bill Hicks: Sane Man,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1989,2018,12,31-12-18,Monday,81,min,"Kevin Booth, David Johndrow",Bill Hicks,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
4234,Gina Yashere: Laughing to America,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,various,2013,2018,12,31-12-18,Monday,68,min,Paul M. Green,Gina Yashere,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
4235,Gina Yashere: Skinny B*tch,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United Kingdom,2008,2018,12,31-12-18,Monday,58,min,unknown,Gina Yashere,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more."
4236,Mexicanos de Bronce,Movie,Documentaries,"Documentaries, International Movies, Music & Musicals",TV-MA,Mexico,2016,2018,12,31-12-18,Monday,100,min,Julio Fernández Talamantes,Not listed,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
4237,Sam Kinison: Breaking the Rules,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1987,2018,12,31-12-18,Monday,50,min,Walter C. Miller,Sam Kinison,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
4238,Sam Kinison: Family Entertainment Hour,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1991,2018,12,31-12-18,Monday,49,min,Walter C. Miller,Sam Kinison,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
4239,Sam Kinison: Live in Vegas,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1991,2018,12,31-12-18,Monday,71,min,Walter C. Miller,Sam Kinison,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
4240,Sam Kinison: The Scream Continues,Movie,Documentaries,Documentaries,TV-MA,United States,2016,2018,12,31-12-18,Monday,29,min,unknown,Sam Kinison,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
4241,Secrets in the Hot Spring,Movie,Comedies,"Comedies, Horror Movies, International Movies",TV-14,Taiwan,2018,2018,12,31-12-18,Monday,108,min,unknown,"Chang Ting-hu, Hong Yan-xiang, Lin He Xuan, Kuo Shu-yao, Law Kar-Ying, Mimi Chu","When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst."
4242,Taylor Swift reputation Stadium Tour,Movie,Music & Musicals,Music & Musicals,TV-PG,various,2018,2018,12,31-12-18,Monday,125,min,Paul Dugdale,Taylor Swift,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
4243,The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie,Action & Adventure,"Action & Adventure, Anime Features, International Movies",TV-14,Japan,2018,2018,12,31-12-18,Monday,100,min,Noriyuki Abe,"Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki, Jun Fukuyama, Yuhei Takagi, Maaya Sakamoto, Tomokazu Sugita, Tsubasa Yonaga, Haruka Tomatsu, Reiko Suzuki, Akio Otsuka, Toshiyuki Morikawa, Yoko Hikasa, Toru Sakurai, Masuo Amada, Takaya Kuroda, Silk Road","The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
4244,Tim Allen: Men Are Pigs,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1990,2018,12,31-12-18,Monday,30,min,Ellen Brown,Tim Allen,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
4245,Tim Allen: ReWires America,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,1991,2018,12,31-12-18,Monday,30,min,unknown,Tim Allen,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
4246,Tim Minchin And The Heritage Orchestra Live,Movie,Music & Musicals,"Music & Musicals, Stand-Up Comedy",TV-MA,United Kingdom,2011,2018,12,31-12-18,Monday,146,min,Matt Askem,"Tim Minchin, Jules Buckley","Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
4247,Tim Minchin: So F**king Rock,Movie,Music & Musicals,"Music & Musicals, Stand-Up Comedy",TV-MA,United Kingdom,2008,2018,12,31-12-18,Monday,127,min,Matt Askem,Tim Minchin,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
4248,Todd Glass: Stand-Up Special,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-MA,United States,2012,2018,12,31-12-18,Monday,46,min,Jay Chapman,Todd Glass,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
4249,Tom Papa Live in New York City,Movie,Stand-Up Comedy,Stand-Up Comedy,TV-14,United States,2011,2018,12,31-12-18,Monday,57,min,Rob Zombie,Tom Papa,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
4250,Pioneers: First Women Filmmakers*,TV Show,TV Shows,TV Shows,TV-14,various,1925,2018,12,30-12-18,Sunday,1,Season,unknown,Not listed,"This collection restores films from women who tackled hot-button issues, transcended norms, and left a mark on the history of cinema and the industry."
4251,In Family We Trust,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,Thailand,2018,2018,12,29-12-18,Saturday,1,Season,unknown,"Songsit Roongnophakunsri, Saksit Tangtong, Kathaleeya McIntosh, Sopitnapa Choompanee, Apasiri Nitibhon, Phollawat Manuprasert, Nappon Gomarachun, Patravadi Mejudhon, Kejmanee Wattanasin, Supoj Chancharoen, Pimmara Charoenpakdee, Thanapob Leeratanakajorn, Kritsanapoom Pibulsonggram, Teeradon Supapunpinyo, Kongyingyong Chonlathorn, Lapat Ngamchaweng, Sivakorn Adulsuttikul, Paris Intarakomalyasut, Jackrin Kungwankiatichai, Vachirawich Aranthanawong, Sawanya Paisarnpayak, Kanyawee Songmuang, Pitisak Yaowananon, Chavalit Chittanant, Thaneth Warakulnukroh","When the head of the lucrative family business passes away, his will leaves the clan at extreme odds."
4252,A Twelve Year Night,Movie,Dramas,"Dramas, International Movies",TV-MA,Uruguay,2018,2018,12,28-12-18,Friday,122,min,Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren",Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
4253,Black Mirror: Bandersnatch,Movie,Dramas,"Dramas, International Movies, Sci-Fi & Fantasy",TV-MA,United States,2018,2018,12,28-12-18,Friday,312,min,unknown,"Fionn Whitehead, Will Poulter, Craig Parkinson, Alice Lowe, Asim Chaudhry","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
4254,Hashoter Hatov,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Comedies",TV-MA,Israel,2015,2018,12,28-12-18,Friday,1,Season,unknown,"Moshe Ivgy, Guy Loel, Yuval Semo, Yigal Adika, Avi Shnaidman, Vered Feldman, Liora Rivlin",An honest – though overzealous – police officer strives to do good work while dealing with his bickering parents and incompetent coworkers.
4255,Life Ki Toh Lag Gayi,Movie,Action & Adventure,"Action & Adventure, Comedies, Dramas",TV-MA,India,2012,2018,12,28-12-18,Friday,109,min,Rakesh Mehta,"Kay Kay Menon, Ranvir Shorey, Manu Rishi Chadha, Pradhuman Singh, Neha Bhasin, Jackie Shroff, Asrani, Neeraj Vora, Sharat Saxena, Tom Alter","A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
4256,Murder Mountain,TV Show,Crime TV Shows,"Crime TV Shows, Docuseries",TV-MA,United States,2018,2018,12,28-12-18,Friday,1,Season,unknown,Not listed,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again."
4257,Selection Day,TV Show,International TV Shows,"International TV Shows, TV Dramas, Teen TV Shows",TV-14,India,2018,2018,12,28-12-18,Friday,1,Season,unknown,"Mohammad Samad, Yash Shashank Dholye, Rajesh Tailang, Mahesh Manjrekar, Karanvir Malhotra, Ratna Pathak Shah, Akshay Oberoi",Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
4258,The Birth Reborn 3,Movie,Documentaries,"Documentaries, International Movies",TV-14,various,2018,2018,12,28-12-18,Friday,73,min,Eduardo Chauvet,Not listed,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
4259,When Angels Sleep,Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,Spain,2018,2018,12,28-12-18,Friday,96,min,Gonzalo Bendala,"Julián Villagrán, Marian Álvarez, Ester Expósito, Sira Alonso de Alarcón, Asia Ortega, Daniel Jumillas, Christian Mulas","After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
4260,Stand Up and Away! with Brian Regan,TV Show,Stand-Up Comedy & Talk Shows,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-PG,United States,2018,2018,12,24-12-18,Monday,1,Season,unknown,Brian Regan,Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.
4261,Way Back into Love,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,Taiwan,2011,2018,12,24-12-18,Monday,1,Season,unknown,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato","After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
4262,Watership Down,TV Show,British TV Shows,"British TV Shows, International TV Shows, TV Action & Adventure",TV-PG,United Kingdom,2018,2018,12,23-12-18,Sunday,1,Season,Noam Murro,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins",A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
4263,Demon's Path,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,various,2018,2018,12,22-12-18,Saturday,1,Season,unknown,"Wai Ai, Jim Chim Sui Man, Kwok-Pong Chan, Felix Lok, Sham Ka Ki, Elanne Kong, Kate Yeung, Ong Yi-hing, Sunny Lau","To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death."
4264,People Just Do Nothing,TV Show,British TV Shows,"British TV Shows, TV Comedies",TV-MA,United Kingdom,2018,2018,12,22-12-18,Saturday,5,Seasons,unknown,"Allan Mustafa, Hugo Chegwin, Asim Chaudhry, Lily Brazier, Olivia Jasmine Edwards, Dan Sylvester, Steve Stamp, Ruth Bratt, George Keywood, Maria Louis",Spinning old-school beats is just another day at the office for the naive DJs of a pirate radio station who juggle family life with their passion.
4265,Single Ladies Senior,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Dramas",TV-MA,various,2018,2018,12,22-12-18,Saturday,1,Season,unknown,"Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang",Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
4266,7 Days Out,TV Show,Docuseries,Docuseries,TV-PG,United States,2018,2018,12,21-12-18,Friday,1,Season,unknown,Not listed,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food."
4267,Bad Seeds,Movie,Comedies,"Comedies, Dramas, International Movies",TV-MA,France,2018,2018,12,21-12-18,Friday,105,min,Kheiron,"Kheiron, Catherine Deneuve, André Dussollier, Louison Blivet, Adil Dehbi, Hakou Benosmane, Youssouff Wague, Mahia Zrouki, Joseph Jovanovic","Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
4268,Bird Box,Movie,Dramas,"Dramas, Sci-Fi & Fantasy, Thrillers",R,United States,2018,2018,12,21-12-18,Friday,124,min,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
4269,Jojo's World,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,Taiwan,2017,2018,12,21-12-18,Friday,1,Season,unknown,"Tia Lee, In Deok Hwang, Yen-j, Jason Hsu, Andy Wu, Sharon Hsu","Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
4270,LAST HOPE,TV Show,Anime Series,"Anime Series, International TV Shows",TV-14,Japan,2018,2018,12,21-12-18,Friday,2,Seasons,unknown,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda, Nao Toyama, Yuma Uchida, Unsho Ishizuka, Yuuichirou Umehara, Ai Kayano","After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created."
4271,Lion Pride,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",TV-MA,Taiwan,2017,2018,12,21-12-18,Friday,1,Season,unknown,"Yen Tsao, Amanda Chou, Kevin Liu, Peace Yang, Kenny Wen, Tzu-chiang Chao, Vince Kao, Lin Ching-Tai, Lin He Xuan, Michael Yang","After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
4272,Love @ Seventeen,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,Taiwan,2016,2018,12,21-12-18,Friday,1,Season,unknown,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou","Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
4273,Perfume,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,Germany,2018,2018,12,21-12-18,Friday,1,Season,unknown,"Friederike Becht, August Diehl, Wotan Wilke Möhring, Natalia Belitski, Ken Duken, Trystan Pütter, Christian Friedel, Juergen Maurer, Marc Hosemann, Susanne Wuest","When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her."
4274,Sirius the Jaeger,TV Show,Anime Series,"Anime Series, International TV Shows, TV Thrillers",TV-MA,Japan,2018,2018,12,21-12-18,Friday,1,Season,unknown,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi, Nanako Mori, Yusuke Kobayashi, Shunsuke Takeuchi, Junji Majima, Rie Takahashi, Hinata Tadokoro, Kenjiro Tsuda, Takehito Koyasu, Sayaka Ohara, Nobuo Tobita","In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy."
4275,Struggle: The Life and Lost Art of Szukalski,Movie,Documentaries,Documentaries,TV-MA,Poland,2018,2018,12,21-12-18,Friday,105,min,Irek Dobrowolski,Not listed,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
4276,Wolf,TV Show,International TV Shows,"International TV Shows, TV Action & Adventure, TV Dramas",TV-MA,Turkey,2018,2018,12,21-12-18,Friday,1,Season,unknown,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta","Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
4277,23:59,Movie,Horror Movies,"Horror Movies, International Movies",R,Singapore,2011,2018,12,20-12-18,Thursday,78,min,Gilbert Chan,"Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim","When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
4278,Aggretsuko: We Wish You a Metal Christmas,Movie,Movies,Movies,TV-PG,Japan,2018,2018,12,20-12-18,Thursday,22,min,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho","While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
4279,Fate/stay night: Unlimited Blade Works,TV Show,Anime Series,"Anime Series, International TV Shows",TV-14,Japan,2015,2018,12,20-12-18,Thursday,2,Seasons,unknown,"Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki",High school students Rin and Shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the Holy Grail.
4280,Imperfect,Movie,Action & Adventure,"Action & Adventure, International Movies",TV-MA,Singapore,2012,2018,12,20-12-18,Thursday,95,min,Steve Cheng,"Edwin Goh, Ian Fang Weijie, Phua Yida, Kimberly Chia","After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
4281,Lang Tong,Movie,International Movies,"International Movies, Thrillers",TV-MA,Singapore,2015,2018,12,20-12-18,Thursday,82,min,Sam Loh,"William Lawandi, Angeline Yap, Vivienne Tseng, Esther Goh, Alan Tan","After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
4282,Miss J Contemplates Her Choice,Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,Singapore,2014,2018,12,20-12-18,Thursday,89,min,Jason Lai,"Kit Chan, Xiang Yun, Bobby Tonelli, Shane Pow, Seraph Sun, Marcus Chiau, Sierra Bustos, Amy Cheng, Lin Yu Hui, Youyi",The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
4283,Ascharyachakit!,Movie,Dramas,"Dramas, Independent Movies, International Movies",TV-MA,India,2018,2018,12,19-12-18,Wednesday,90,min,Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma","Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
4284,Ellen DeGeneres: Relatable,TV Show,Stand-Up Comedy & Talk Shows,"Stand-Up Comedy & Talk Shows, TV Comedies",TV-MA,United States,2018,2018,12,18-12-18,Tuesday,1,Season,"Joel Gallen, Tig Notaro",Ellen DeGeneres,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
4285,Lilli,Movie,Dramas,"Dramas, Independent Movies, International Movies",TV-MA,India,2018,2018,12,17-12-18,Monday,85,min,Prasobh Vijayan,"Samyuktha Menon, Aaryan Menon, Dhanesh Anand, Kannan Nayar, Sajin Cherukayil, Kevin Jose, Athulya","A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
4286,Prince of Peoria: A Christmas Moose Miracle,Movie,Children & Family Movies,"Children & Family Movies, Comedies",TV-G,United States,2018,2018,12,17-12-18,Monday,29,min,Jon Rosenbaum,"Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams","Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
4287,Andhadhun,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,India,2018,2018,12,16-12-18,Sunday,137,min,Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan, Manav Vij, Zakir Hussain, Ashwini Kalsekar, Chhaya Kadam, Pawan Singh, Kabir Sajid",A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
4288,Ashes of Love,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,China,2018,2018,12,16-12-18,Sunday,1,Season,unknown,"Yang Zi, Deng Lun, Luo Yunxi","Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them."
4289,Dragons: Dawn of the Dragon Racers,Movie,Children & Family Movies,"Children & Family Movies, Comedies",TV-PG,United States,2014,2018,12,16-12-18,Sunday,27,min,"Elaine Bogan, John Sanford","Jay Baruchel, America Ferrera, Zack Pearlman, Christopher Mintz-Plasse, T.J. Miller, Andree Vermeulen","The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
4290,DreamWorks Holiday Classics,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-PG,United States,2011,2018,12,16-12-18,Sunday,1,Season,unknown,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz","Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar."
4291,Kill the Messenger,Movie,Dramas,"Dramas, Thrillers",R,United States,2014,2018,12,16-12-18,Sunday,112,min,Michael Cuesta,"Jeremy Renner, Rosemarie DeWitt, Ray Liotta, Tim Blake Nelson, Oliver Platt, Barry Pepper, Michael Sheen, Paz Vega, Michael Kenneth Williams, Mary Elizabeth Winstead, Andy Garcia, Robert Patrick","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
4292,Maps to the Stars,Movie,Comedies,"Comedies, Dramas",R,Canada,2014,2018,12,16-12-18,Sunday,112,min,David Cronenberg,"Julianne Moore, Mia Wasikowska, Robert Pattinson, John Cusack, Olivia Williams, Sarah Gadon, Evan Bird, Niamh Wilson, Dawn Greenhalgh",A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
4293,Springsteen on Broadway,Movie,Music & Musicals,Music & Musicals,TV-MA,United States,2018,2018,12,16-12-18,Sunday,153,min,Thom Zimny,Bruce Springsteen,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
4294,The Theory of Everything,Movie,Dramas,"Dramas, Romantic Movies",PG-13,United Kingdom,2014,2018,12,16-12-18,Sunday,123,min,James Marsh,"Emily Watson, Charlie Cox, Felicity Jones, Maxine Peake, Harry Lloyd, Eddie Redmayne, David Thewlis, Simon McBurney","As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
4295,F.R.E.D.I.,Movie,Children & Family Movies,"Children & Family Movies, Sci-Fi & Fantasy",TV-PG,United States,2018,2018,12,15-12-18,Saturday,90,min,Sean Olson,"Kelly Hu, Angus Macfadyen, Candace Cameron Bure, Lucius Hoyos, Reid Miller, Tyler Christopher, Casimere Jollette, Christina Cox, Texas Battle, Harvey Guillen","Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
4296,Flowers,TV Show,British TV Shows,"British TV Shows, International TV Shows, TV Comedies",TV-MA,United Kingdom,2018,2018,12,15-12-18,Saturday,2,Seasons,unknown,"Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter","Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together."
4297,Kita Kita,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,Philippines,2017,2018,12,15-12-18,Saturday,84,min,Sigrid Andrea Bernardo,"Alessandra de Rossi, Empoy Marquez","When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
4298,Once in a Lifetime Sessions with George Ezra,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United States,2018,2018,12,15-12-18,Saturday,78,min,unknown,Not listed,English singer-songwriter George Ezra performs his standout songs and speaks about his transformation from aspiring bassist to pop star.
4299,Once in a Lifetime Sessions with Kasabian,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United States,2018,2018,12,15-12-18,Saturday,79,min,Matt Askem,"Sergio Pizzorno, Tom Meighan, Chris Edwards, Ian Mattthews, Lauren Laverne","Between shots of live performances, Tom Meighan and Sergio Pizzorno of the English rock band talk about the 20-plus years of making music together."
4300,Once in a Lifetime Sessions with OneRepublic,Movie,Documentaries,"Documentaries, Music & Musicals",TV-PG,United States,2018,2018,12,15-12-18,Saturday,73,min,unknown,Not listed,"Exclusive interviews, live performances and studio recording sessions offer an intimate look at how OneRepublic became the successful band it is today."
4301,Once in a Lifetime Sessions with Snow Patrol,Movie,Documentaries,"Documentaries, Music & Musicals",TV-MA,United States,2018,2018,12,15-12-18,Saturday,83,min,Matt Askem,"Gary Lightbody, Nathan Connolly, Jonny Quinn, Paul Wilson, Johnny McDaid, Edith Bowman","In addition to concert scenes and studio recording sessions, this documentary presents exclusive interviews of the five men from the Irish rock band."
4302,Sad Hill Unearthed,Movie,Documentaries,"Documentaries, International Movies",TV-14,Spain,2017,2018,12,15-12-18,Saturday,83,min,Guillermo de Oliveira,Not listed,"An eclectic group of fans of 1966's ""The Good, the Bad and the Ugly"" attempt to restore the cemetery set in Spain where the movie's climax was filmed."
4303,Vanjagar Ulagam,Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,India,2018,2018,12,15-12-18,Saturday,145,min,Manoj Beedha,"Guru Somasundaram, Cibi Bhuvana Chandran, Vishagan Vanangamudi, Anisha Ambrose, Chandini Tamilarasan, Azhagamperumal, John Vijay, Vasu Vikram, Hareesh Peradi, Jayaprakash Radhakrishnan",Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
